site,ACI,ADI,AEI,NDSI,NDSI_A,NDSI_B,BI,H,Ht,Hs,M,R,sfm,rugo,zcr_max,zcr_mean,zcr_min
s2lam067_200520,72.21694079,1.607551942,0.528887108,-0.146028732,0.908243439,0.77972603,4.473941605,0.84039084,0.966200922,0.944910149,0.013149918,0.218311805,0.490520621,0.024774414,0.43013714,0.164619767,0.009618087
s2lam067_210425,59.78831859,2.106097,0.208139931,0.371759846,0.651910589,1.600454371,2.936109214,0.952138711,0.979485694,0.975952556,0.003417684,0.835482308,0.462418145,0.087091576,0.606458876,0.396466797,0.120049371
s2lam067_210509,62.38777898,2.166533112,0.156014559,0.31055556,0.657821386,1.574144336,2.618671201,0.944236122,0.97900916,0.971564206,0.003758758,0.802339166,0.429100865,0.058179688,0.598747381,0.406466519,0.073749564
s2lam067_210604,73.08062714,2.009429627,0.278211408,0.245053318,0.65570104,1.340766796,4.012213751,0.898364759,0.959732152,0.962767056,0.00627674,1.199697712,0.418003505,0.056232274,0.654310629,0.35043335,0.065856074
s2lam067_210614,58.31927047,2.212874611,0.087566665,0.608311039,0.462096821,1.871971696,2.269849861,0.944022683,0.986551416,0.972795459,0.004326129,1.703170402,0.295966341,0.086248811,0.632062922,0.419372577,0.135948057
s2lam067_210628,57.7705549,2.283191333,0.044818299,0.529439312,0.536794333,1.935061126,1.975422663,0.949412458,0.988501179,0.976675736,0.003933729,2.062037333,0.254316532,0.090136999,0.651882595,0.427098934,0.116143121
s2lam068_190625,57.84937168,2.160300119,0.140160916,0.381142987,0.666021338,1.587806417,2.293536724,0.961956736,0.981943639,0.977675337,0.002262082,0.42806262,0.452900597,0.069314802,0.644695149,0.429913549,0.085186298
s2lam068_200520,64.5358115,1.665159286,0.487549772,-0.186160536,0.87095054,0.730765681,4.422053459,0.829669055,0.980300895,0.942502994,0.02748271,0.303585107,0.44785792,0.024470135,0.415583956,0.132959448,0.017295063
s2lam068_200622,57.26220797,2.300890677,0.012148263,0.675017406,0.431853867,2.129913071,1.918310609,0.968199817,0.987103607,0.979677642,0.002920516,2.076911977,0.354632559,0.109292089,0.763451598,0.483859725,0.264508929
s2lam068_200708,61.09562962,1.657399658,0.403286592,0.237817933,0.708428788,1.455511761,2.064094093,0.915305546,0.96987069,0.963049205,0.003424454,0.418681511,0.447701705,0.040598286,0.723324983,0.408189723,0.073815387
s2lam068_210328,66.26275857,2.035778238,0.271489141,0.330379396,0.677476201,1.456678635,3.876589174,0.918395016,0.966665874,0.965994022,0.003607519,0.36734115,0.506640158,0.027565996,0.605764358,0.334719814,0.04917652
s2lam068_210409,65.23585853,1.833040099,0.404562802,0.075012335,0.821418431,1.118842771,3.638889271,0.8980686,0.96299871,0.956249271,0.003936213,0.608380321,0.379700504,0.026471112,0.646693106,0.320603191,0.025316078
s2lam068_210501,59.52673627,2.293184607,0.033058398,0.235359468,0.713958224,1.20015557,4.788427041,0.941691808,0.987621783,0.969785792,0.004854039,0.64728109,0.480127526,0.056964568,0.508497628,0.253128872,0.099885471
s2lam068_210514,58.76642446,2.256461507,0.085349455,0.716145225,0.344867218,1.93452012,3.818144473,0.965522936,0.982715669,0.977273808,0.002423597,1.814017069,0.351715696,0.070869955,0.774399487,0.458577094,0.157095382
s2lam068_210604,59.85133501,2.215517854,0.100357597,0.501741139,0.55101589,1.656583577,2.423290542,0.951919571,0.984805783,0.976066221,0.003132171,0.82129066,0.339936512,0.064505458,0.668023003,0.383802616,0.094292535
s2lam068_210614,64.29284216,2.238489903,0.104118681,0.475085929,0.580316649,1.672452734,3.211091515,0.947851039,0.982371931,0.973590425,0.00350978,0.836877395,0.372948834,0.060351459,0.679666385,0.411455587,0.094847973
s2lam068_210628,59.40166186,2.167529543,0.119351814,0.531756798,0.555694353,1.931974939,2.100311428,0.953553345,0.983629787,0.975774208,0.002666444,0.337898733,0.373832428,0.066878913,0.687541853,0.393705985,0.112458147
s2lam069_190625,57.19066754,2.24649242,0.052692916,0.464100107,0.631094835,1.866708093,1.438400069,0.97484754,0.988294585,0.983141978,0.002689223,0.190634618,0.491551895,0.14705321,0.616978769,0.476008362,0.215365577
s2lam069_210425,84.52196545,1.986023229,0.345269802,0.359095915,0.73674698,1.632261028,4.00815546,0.85865079,0.948163807,0.965081039,0.022034963,0.337441821,0.628309923,0.040510394,0.667989095,0.186422982,0.001525879
s2lam069_210509,60.63674775,2.066014154,0.271974462,0.605036261,0.443946791,1.87982572,2.834850454,0.929386182,0.96078655,0.976245552,0.006378927,0.317133016,0.554795332,0.053762783,0.601111779,0.302123869,0.035857372
s2lam069_210525,58.3879696,2.265547176,0.045965788,0.54377384,0.525447987,1.900724284,2.311339245,0.965888124,0.984915752,0.980040975,0.003405649,1.218091899,0.322233067,0.051153984,0.717348346,0.423925886,0.147311581
s2lam069_210602,62.34094489,2.153213231,0.192620084,0.502627778,0.512609984,1.623066481,3.640184605,0.944308374,0.976716283,0.972614463,0.00426709,0.850105053,0.305961633,0.054548526,0.596959681,0.348678693,0.058771307
s2lam069_210621,65.49857882,2.221069781,0.129149383,0.514213086,0.584489575,1.914590762,2.647180641,0.958263417,0.977130906,0.97999909,0.005179447,0.405591434,0.402596722,0.042923828,0.600132343,0.399597966,0.063652664
s2lam070_200508,61.76215422,2.176382755,0.128555083,0.389305913,0.646487814,1.707703506,2.561517189,0.956621446,0.977484121,0.977043106,0.003531618,0.531611056,0.417904269,0.054212448,0.624013265,0.418038489,0.112284342
s2lam070_200617,58.91647139,2.245852573,0.057319484,0.523399241,0.595452178,2.013638598,1.403693731,0.969871004,0.986459991,0.981663283,0.00252372,1.083192152,0.368075314,0.05832868,0.695548765,0.465148466,0.132796749
s2lam070_200710,57.34813942,2.286863307,0.022767858,0.620091892,0.536172451,2.277328971,0.941533454,0.978046886,0.98859728,0.985393651,0.002423381,1.003418345,0.404653904,0.135544428,0.677135121,0.49956145,0.208817915
s2lam070_210328,60.41827551,2.080835386,0.206406932,0.242268595,0.737935899,1.480672818,2.412763902,0.946828656,0.976226626,0.973938841,0.003288941,1.09266219,0.412592113,0.050835962,0.680283369,0.421833608,0.102961136
s2lam070_210413,57.01355228,2.285458304,0.025456578,0.475229912,0.663243329,1.936147538,1.44983735,0.965150314,0.989354297,0.980930927,0.002716203,0.424208857,0.412548141,0.13399493,0.590335648,0.391807641,0.137731481
s2lam070_210501,58.15926734,2.273861969,0.056533099,-0.122762708,0.859888379,0.722643949,4.2781423,0.937918623,0.988489691,0.968096948,0.004804306,0.477141829,0.389099164,0.074931717,0.512959798,0.248340583,0.095631917
s2lam070_210514,57.68316822,2.243714243,0.069473864,0.506401359,0.610571551,1.899681856,1.704742268,0.967742002,0.987328022,0.980165169,0.002544255,0.517883789,0.401518639,0.099412841,0.604701451,0.42208751,0.111049107
s2lam070_210527,57.92145112,2.265950428,0.052130804,0.466638636,0.608955835,1.799324749,2.178497264,0.961196757,0.987045292,0.977751804,0.002952611,0.460075304,0.414860822,0.082382696,0.659562258,0.388295679,0.136064352
s2lam070_210608,67.04337373,1.894452167,0.349128787,-0.009510316,0.878235321,0.967927589,3.437967331,0.88589574,0.973686649,0.952957079,0.006212696,0.293880576,0.47562365,0.033245474,0.541145833,0.210269715,0.020885417
s2lam071_190625,57.31837,2.284571681,0.029190361,0.578374269,0.521327119,2.034130559,1.753421753,0.978597599,0.988384947,0.985418429,0.002248257,0.572669416,0.419709833,0.116512288,0.639594184,0.485627182,0.211330838
s2lam071_200508,67.53699433,2.226972385,0.133027755,0.439998866,0.560815317,1.650334995,3.731180997,0.953492407,0.970610385,0.975539,0.00368635,1.523439407,0.417168901,0.044936694,0.644276937,0.448427904,0.082865397
s2lam071_200603,60.61882181,2.095622312,0.210807418,0.472184527,0.601654802,1.823611884,2.881322006,0.942665149,0.977360953,0.972436969,0.003342368,0.350041719,0.483128571,0.042359724,0.561345881,0.366358132,0.050976563
s2lam071_200622,57.09681142,2.294508642,0.032960285,0.666537243,0.431768868,2.073410227,1.676509291,0.967578099,0.987708397,0.980749785,0.003446451,1.383753179,0.364867655,0.104035888,0.710253193,0.452061213,0.183878878
s2lam071_210405,76.49472958,1.951420659,0.366962032,0.278875169,0.710093077,1.284525163,3.715770341,0.884403946,0.956473798,0.963644145,0.015865083,0.522481772,0.504309507,0.039371542,0.67261402,0.284077718,0.018475507
s2lam071_210416,64.59253313,1.925112077,0.321159549,0.224145276,0.72601776,1.308642812,3.78343813,0.928892726,0.967214014,0.970817836,0.003835203,0.92607059,0.43102642,0.033999639,0.64659441,0.375166894,0.059542804
s2lam071_210502,70.01409366,1.803933459,0.444415416,-0.00602971,0.830941646,0.888491315,4.842682021,0.847104782,0.966675346,0.947633544,0.013296549,0.36088773,0.427514863,0.02932536,0.53679084,0.150070471,0.008298686
s2lam071_210521,61.92286403,2.100772308,0.235236147,0.570231684,0.449498759,1.67752426,4.454315842,0.939131629,0.971520798,0.969676062,0.00363405,0.908522292,0.372269015,0.034496138,0.676873907,0.397664612,0.041643903
s2lam071_210621,58.85033111,2.259023122,0.054575238,0.521023728,0.585205238,2.007524372,1.549757647,0.965142995,0.987006335,0.980058581,0.002834392,0.538368032,0.344421482,0.072831626,0.670448909,0.431270866,0.115968089
s2lam072_190625,57.00880628,2.293486139,0.022042347,0.53860341,0.562649851,2.035558843,1.172058087,0.978925276,0.989270262,0.985209557,0.001918878,0.096251112,0.569296834,0.153864178,0.606214735,0.484310282,0.206963433
s2lam072_210426,62.5961472,2.072730723,0.243215098,0.463105856,0.610305923,1.833393226,3.074280535,0.937353617,0.969754535,0.97178124,0.003332665,0.565690041,0.384391496,0.033082663,0.639149541,0.377599615,0.048753821
s2lam072_210514,62.24893602,2.207407538,0.124324483,0.641738406,0.405962517,2.046457659,3.540471746,0.949280029,0.981995099,0.973482248,0.003748025,0.696427653,0.384009903,0.036998037,0.650875539,0.364148877,0.062607759
s2lam072_210528,63.62946173,1.923229022,0.352575616,-0.570529671,0.964660773,0.320548472,4.472462179,0.828244152,0.982249874,0.933901841,0.012552101,0.285682619,0.402959776,0.028180336,0.359839527,0.111115233,0.015339949
s2lam072_210609,58.08063275,2.181132819,0.117597653,0.487095383,0.525353413,1.65406379,2.756121853,0.953444741,0.985459346,0.974913135,0.003158469,1.173597307,0.38881129,0.075576334,0.635782878,0.416411446,0.125189887
s2lam072_210624,62.55678224,2.04638922,0.21217397,0.375586767,0.664708111,1.673884004,2.578673786,0.941237347,0.973371594,0.975455047,0.003005523,0.904222945,0.36173326,0.052665,0.6875,0.409643028,0.108588784
s2lam073_190625,61.15755751,2.074165869,0.198663,0.546632101,0.520067458,1.838829242,3.316458624,0.942207481,0.978472395,0.974004262,0.004045184,0.836711956,0.562406267,0.078887915,0.625929418,0.42339744,0.110856681
s2lam073_200506,57.03310374,2.289370271,0.017413633,0.598949461,0.542682976,2.170244496,1.010193709,0.957950617,0.989125783,0.980557428,0.003306621,2.391364142,0.261557165,0.107763189,0.755724318,0.517002564,0.259028009
s2lam073_200603,59.56319455,2.227758224,0.08853863,0.587518763,0.463440361,1.781533161,2.821264083,0.94652215,0.986069093,0.974860038,0.004041486,0.996864039,0.459825484,0.074371779,0.617108647,0.375153019,0.09815363
s2lam073_200622,57.74878634,2.230548863,0.072216063,0.524466754,0.511524216,1.98316472,1.971041921,0.954495361,0.987176869,0.977055868,0.003351003,1.857565015,0.369250562,0.13554376,0.674072266,0.457352905,0.201114909
s2lam073_210411,62.91479989,2.096621505,0.210814813,0.122397283,0.793328008,1.20547242,2.369771596,0.921914408,0.97942093,0.96636198,0.004631316,0.684525605,0.376353156,0.057396428,0.583516439,0.323669416,0.038584391
s2lam073_210430,92.80518607,1.918765677,0.439747436,-0.185960084,0.896923978,0.668490222,6.448818973,0.830228979,0.943956229,0.948265189,0.02675823,0.463622876,0.475055354,0.03474113,0.622488839,0.204122507,0.003891565
s2lam073_210609,58.17672828,1.874720444,0.363582771,-0.237349786,0.884457428,0.70665618,2.917772418,0.837712841,0.987982162,0.934534105,0.014331424,0.489902566,0.360702542,0.050356056,0.398017036,0.159469213,0.022365994
s2lam073_210624,59.74898809,2.125971159,0.154237562,0.239462994,0.767809835,1.444314608,1.869381996,0.943535192,0.983182607,0.974324858,0.003523917,0.304147311,0.495553891,0.09352949,0.588879761,0.369691755,0.092534536
s2lam074_190625,57.29587002,2.278574549,0.026648403,0.427730598,0.6809369,1.847724247,0.985393631,0.97487805,0.988797639,0.984079013,0.002570494,1.164219332,0.445578785,0.146190633,0.610690647,0.472892368,0.255872938
s2lam074_200507,58.69173903,2.263419014,0.054128075,0.562968879,0.538571419,1.947843463,1.581466035,0.949829232,0.988341261,0.978646615,0.003339673,2.082106164,0.32449114,0.124424134,0.661226455,0.507365142,0.195593429
s2lam074_200603,60.94814106,2.075054654,0.1967009,0.443068931,0.580832856,1.756864562,2.965947399,0.936385969,0.976723398,0.971339624,0.003495686,1.092381231,0.455542047,0.082595719,0.60556612,0.391344533,0.095932231
s2lam074_200624,57.17981494,2.283805852,0.027105926,0.556338342,0.58373736,2.184225431,1.034680288,0.965198404,0.987322835,0.981710178,0.002735892,2.230794069,0.358053774,0.14005377,0.682454427,0.489248614,0.277235243
s2lam074_210329,63.19375425,2.119091047,0.207599626,0.03455073,0.798445611,1.073340403,3.348063635,0.909249221,0.976385291,0.960711095,0.005628355,1.087103084,0.388208303,0.044518233,0.592084704,0.300633904,0.052796053
s2lam074_210417,62.27742637,2.187256043,0.151795876,0.371369431,0.706282001,1.668867567,2.366238825,0.925293626,0.970165423,0.971951943,0.004055223,1.268583116,0.439200005,0.063681286,0.651797715,0.363072577,0.068149362
s2lam074_210502,73.38033006,2.07684593,0.308927894,0.486967645,0.496809452,1.326522281,6.119375677,0.886225198,0.971348522,0.960599543,0.012920808,0.438209822,0.527480606,0.031769501,0.514442121,0.247357363,0.026229643
s2lam074_210514,68.52672141,1.990184536,0.311638667,-0.017675035,0.835432147,1.051061604,3.210759001,0.898349698,0.967778582,0.959692912,0.007384978,1.471819482,0.385581709,0.037036667,0.641286214,0.395720397,0.050577799
s2lam074_210528,58.38502047,1.748237586,0.444372768,-0.59720346,0.978818415,0.254302895,3.836273029,0.807539563,0.985140941,0.920917808,0.014180246,0.413662179,0.376660331,0.033491675,0.314442334,0.09867562,0.010801537
s2lam074_210615,68.31663049,1.834836486,0.420930781,-0.000357081,0.813210716,0.976145889,4.059410794,0.867002705,0.955360085,0.950985639,0.016207858,0.829064054,0.475028798,0.033325751,0.603867828,0.309660113,0.022508965
s2lam075_190625,57.01285022,2.095940075,0.162335358,0.438025344,0.627267842,1.833457828,1.583205727,0.960502869,0.984337065,0.975553597,0.002427429,1.250644945,0.406840224,0.088062574,0.6796875,0.45847222,0.145682719
s2lam075_210410,60.55764569,2.193483416,0.113115371,0.391143467,0.68025726,1.666976153,2.020210386,0.944362974,0.982157058,0.974348087,0.003002179,1.974195508,0.377947557,0.099594841,0.684614927,0.45710442,0.201657678
s2lam075_210426,57.60837111,2.117206989,0.172391108,-0.046854037,0.892938621,0.974857645,1.341092696,0.911503769,0.985393269,0.959628464,0.004431921,1.060877032,0.353037704,0.077189056,0.661634291,0.301981826,0.07068201
s2lam075_210514,63.22857422,2.183070635,0.140766156,0.743261732,0.314980779,2.027573378,3.981001214,0.938487802,0.983476034,0.972548044,0.003952769,2.007638042,0.380178759,0.050264585,0.614532471,0.466527718,0.119669596
s2lam075_210716,57.11748214,2.279954956,0.024121906,0.58245694,0.550246476,2.151802206,1.094160216,0.9714136,0.987685978,0.982796021,0.002172692,2.298121135,0.333191922,0.116672931,0.710340979,0.519076179,0.256369304
s2lam076_190625,58.62444269,2.295301903,0.027522472,-0.411219094,0.971782994,0.429442809,4.410668524,0.938111374,0.988583218,0.96917694,0.004177099,0.277644938,0.551819902,0.081853972,0.423583984,0.239481788,0.083496094
s2lam076_200522,60.41210836,2.164197367,0.136848917,0.703627537,0.356857789,2.06712498,3.366574912,0.935199723,0.986343792,0.9713276,0.004316109,0.467161269,0.393539129,0.060839516,0.580750072,0.327143866,0.077909977
s2lam076_200622,58.00875539,2.253419648,0.058717592,0.556905138,0.532434417,1.968016644,2.034317312,0.97137058,0.985140145,0.981386504,0.002291793,2.539078904,0.344226158,0.098636778,0.701171875,0.501591637,0.171861246
s2lam076_200707,71.55037067,1.582023078,0.561438957,-0.31661211,0.946581078,0.549965493,5.447466467,0.770162629,0.978606668,0.923849872,0.027858374,0.292453802,0.436955043,0.022701288,0.365621633,0.092826985,0.004074623
s2lam076_210323,73.7597216,1.867654186,0.418999356,0.01249336,0.857512244,0.977949699,4.54064647,0.860876184,0.960119908,0.956250782,0.008514173,0.368089446,0.452837712,0.023888991,0.604024684,0.237071788,0.009796792
s2lam076_210411,60.9102469,1.775524816,0.361448915,0.192757739,0.693804065,1.276072838,2.629747155,0.9028401,0.977234601,0.955202442,0.004146922,0.421531749,0.481770789,0.053582557,0.522213153,0.283891774,0.03679843
s2lam076_210507,64.8550394,2.043339879,0.272194695,0.244513625,0.735242358,1.365364089,3.145208129,0.921453487,0.97274062,0.967029435,0.004875204,0.38606609,0.45205792,0.03704864,0.642475329,0.31908161,0.043893914
s2lam076_210521,58.96731579,2.176673207,0.145696507,0.495829493,0.534803864,1.716316694,2.866497266,0.951776822,0.983496697,0.973721298,0.003001387,1.040482718,0.340895034,0.071478451,0.676548549,0.411717681,0.061188616
s2lam076_210604,58.99447009,2.246574764,0.085840743,0.716153669,0.359440966,2.091155797,3.378049555,0.961841704,0.985758269,0.978187728,0.002749735,0.891061018,0.381336407,0.07946427,0.637288411,0.403189364,0.109280056
s2lam076_210614,59.62133578,2.267850632,0.085010589,0.777017475,0.261429265,1.906293256,5.433914788,0.957415561,0.982751794,0.97298153,0.003125967,1.481548951,0.362491764,0.082229388,0.635082348,0.4054797,0.12265625
s2lam077_190627,58.41616302,2.228126271,0.133166089,-0.052837264,0.846697802,0.888785019,4.199969649,0.907158393,0.988094284,0.959471962,0.005893023,0.436294655,0.427377152,0.070510424,0.444885254,0.204695175,0.044077555
s2lam077_210430,67.95971843,1.986773526,0.29048873,0.288911214,0.717327668,1.381819664,3.525747669,0.904793803,0.963114824,0.964941562,0.005486441,0.322373894,0.413524873,0.043549019,0.629291172,0.319823312,0.054102988
s2lam077_210609,59.33056194,2.169652813,0.2017025,0.214132131,0.692863447,1.194665702,5.982847181,0.902181447,0.98542121,0.959098156,0.006855247,0.502675466,0.394583385,0.052719187,0.466796875,0.194763332,0.036540928
s2lam078_200522,57.65417509,2.284753022,0.026401623,0.630626532,0.469985658,2.119505481,1.991858122,0.972155108,0.987854793,0.982863357,0.003730807,0.603912401,0.394424598,0.108851301,0.707365337,0.467380618,0.211014597
s2lam078_210425,65.72765035,2.055309882,0.275128451,0.564291585,0.469066309,1.614452579,3.863352797,0.93115722,0.966140838,0.96864426,0.004310476,0.610783826,0.455504296,0.044245921,0.638237847,0.385858165,0.057318793
s2lam078_210514,67.81880295,2.110505891,0.238586193,0.398109183,0.575521227,1.499222506,4.717102021,0.928621249,0.970699095,0.967498687,0.007425226,0.532614984,0.412160986,0.032831703,0.601430257,0.325461243,0.037729899
s2lam078_210530,64.65353718,1.953842041,0.302915832,0.38326534,0.600523088,1.570068982,3.203371135,0.924136083,0.966991728,0.963835033,0.004185517,1.543313877,0.356770576,0.043295613,0.696328922,0.407577702,0.064014668
s2lam078_210609,58.59384123,2.276899945,0.050905352,0.819986149,0.211063213,1.739439547,3.534178416,0.941957659,0.986652714,0.971172775,0.005262234,1.077357601,0.421259005,0.093418674,0.599420797,0.430050596,0.162971444
s2lam078_210623,61.47409426,2.161432636,0.165918909,0.394373373,0.634287345,1.632349819,2.96429581,0.947927308,0.979886034,0.973955932,0.003937478,1.269269016,0.34656227,0.052601688,0.664349323,0.392793262,0.109579873
s2lam079_200510,67.12650947,2.115795829,0.193515308,0.465793473,0.534041806,1.700868292,3.980292161,0.938846138,0.970289966,0.967972038,0.004654647,1.899552556,0.333297121,0.046739007,0.687263997,0.421039579,0.099625651
s2lam079_210407,57.74043394,1.974423264,0.268658523,0.308931804,0.687553059,1.47210646,2.085190828,0.86097788,0.987229979,0.940921086,0.009276069,0.221857831,0.358952608,0.062393464,0.494344927,0.171904079,0.017569953
s2lam079_210502,65.06711803,2.048590272,0.239788703,0.486006363,0.49275688,1.444301865,5.44326805,0.885620417,0.982792442,0.954689779,0.010208386,0.279828468,0.467817326,0.037814562,0.454497239,0.221516387,0.037614494
s2lam079_210530,61.08017059,2.260234646,0.093249807,0.41654207,0.599244845,1.553987444,5.050149648,0.95510245,0.982774723,0.97493587,0.004166014,0.598715831,0.44589648,0.053894799,0.571034749,0.330761135,0.087300618
s2lam079_210609,58.63936474,2.1938006,0.123336079,0.598722689,0.516445539,2.060426509,2.12981001,0.959606186,0.984388708,0.977711721,0.003291859,0.461099514,0.361037138,0.070622941,0.658537946,0.424371183,0.088881138
s2lam079_210622,58.30376536,2.199071403,0.093699149,0.60505704,0.477004557,2.012417515,2.466126063,0.949264381,0.987157687,0.974681652,0.003729434,0.277935632,0.495637157,0.101626785,0.574860075,0.355361819,0.081010961
s2lam080_210404,60.46406505,2.077112497,0.259278671,0.059938339,0.734424681,0.902463513,4.159934374,0.910332076,0.979577454,0.959869725,0.004921216,0.416117823,0.471027325,0.048939944,0.464817534,0.237897961,0.053520868
s2lam080_210418,71.25095789,1.793094878,0.447762372,-0.222925585,0.919446745,0.695053824,4.774446103,0.827680258,0.959177092,0.941971256,0.012138053,0.423617655,0.464133642,0.026850488,0.513123804,0.158581509,0.01242626
s2lam080_210516,67.00161401,1.883024729,0.347334361,0.076744642,0.767790747,1.076361721,4.14802374,0.882186369,0.959661255,0.960459999,0.017810631,0.376467943,0.503915838,0.05249072,0.60820855,0.218757463,0.016967773
s2lam080_210530,67.08454557,1.907155434,0.360555635,0.13936414,0.748835919,1.078514639,4.606261048,0.903808276,0.952058263,0.961341522,0.003551613,0.394727509,0.425097765,0.02809151,0.673053075,0.365117811,0.032862103
s2lam080_210609,58.76539677,2.189506134,0.118691218,0.46080934,0.615538322,1.824027218,1.696905893,0.96188533,0.984286856,0.979447676,0.002758836,0.554774337,0.394389759,0.066590194,0.691378741,0.444847807,0.081742408
s2lam080_210627,58.71943123,2.209101767,0.121687893,0.399945837,0.671007284,1.740372252,1.93785532,0.965222548,0.982924624,0.978952791,0.002449503,0.313689539,0.424902712,0.07887473,0.664205729,0.473883275,0.092864583
s2lam081_200512,60.53674943,1.865305257,0.325541417,0.295962598,0.657782201,1.341559691,3.437739462,0.918636879,0.975121352,0.960019287,0.004246963,0.388674033,0.365034986,0.039251644,0.656399197,0.331139484,0.034613715
s2lam081_200622,57.54295696,2.271617007,0.038364636,0.504263016,0.62664348,1.982150065,1.27950693,0.975405612,0.986626527,0.983359005,0.002296943,2.922221479,0.332422981,0.070026473,0.717452567,0.483852063,0.151367188
s2lam081_200707,57.79088458,2.175118516,0.125021577,0.463609229,0.592050563,1.701564942,2.16703222,0.955901526,0.983030619,0.974915863,0.003382345,1.140308963,0.35469172,0.083182116,0.66288204,0.457241264,0.150937929
s2lam081_210328,60.96246668,2.120624802,0.188796449,0.391420544,0.708897452,1.742649449,1.915738285,0.935403325,0.973760238,0.97535568,0.003976745,0.372126383,0.445455266,0.046110314,0.643319686,0.332757496,0.049298128
s2lam082_200512,75.43352888,1.763173764,0.467632924,-0.210984916,0.924565922,0.693363374,5.247533991,0.824776832,0.974146699,0.94016683,0.024082567,0.389635491,0.462903247,0.025136505,0.417995877,0.127973428,0.008870443
s2lam082_200622,57.89315052,2.200028936,0.100482823,0.556837884,0.582043611,2.025988506,1.6175251,0.971140315,0.986072753,0.981142101,0.002232895,1.17159143,0.396902765,0.111158522,0.763671875,0.480145272,0.160599512
s2lam082_200707,63.87279608,1.740361918,0.441140315,0.226810926,0.74900536,1.328109269,3.310499288,0.90589099,0.967367944,0.959641618,0.005532541,1.01088275,0.403324418,0.028216783,0.685207201,0.346761188,0.027120839
s2lam082_210323,79.57294439,1.653691373,0.46774552,0.166060201,0.812802606,1.285404829,3.783041615,0.805565584,0.945457038,0.945116863,0.021828491,0.980663169,0.509709036,0.053578703,0.684741349,0.216161396,0.028458245
s2lam082_210417,68.83410037,1.462032722,0.622595679,-0.599095209,0.981085537,0.258342959,5.125399653,0.745024684,0.976947315,0.915128396,0.027720593,0.371384603,0.408964328,0.020633747,0.300843917,0.069349287,0.002746908
s2lam082_210508,58.60000069,2.246130472,0.077333803,0.460770586,0.613828267,1.802590117,1.88083048,0.944727019,0.987058775,0.972041478,0.00342805,0.948684813,0.418636081,0.075995531,0.644849456,0.368476379,0.077993329
s2lam082_210521,60.6757212,2.092187721,0.199228596,0.531010536,0.487224798,1.687530963,4.812450982,0.930223008,0.982784863,0.965168991,0.004633889,1.500162004,0.363176226,0.063600921,0.656879696,0.344646664,0.089224727
s2lam082_210530,58.16396788,2.24623139,0.071771615,0.313231482,0.749172765,1.493579793,4.266172038,0.946745784,0.984540673,0.972644985,0.005022057,2.265380305,0.494831475,0.084313843,0.531866227,0.298831907,0.132206718
s2lam082_210609,57.65071489,2.267758986,0.0550855,0.646495373,0.432875258,1.980581618,2.299165238,0.964350503,0.988161514,0.980662693,0.002867235,1.95896151,0.366449151,0.121985344,0.68768399,0.472940731,0.149767889
s2lam082_210623,58.59798571,2.0822144,0.193740889,0.540681769,0.525261299,1.697235202,2.562721628,0.940998906,0.985534847,0.971505925,0.004159572,0.553760803,0.481851354,0.087690215,0.607479745,0.387634792,0.098553241
s2lam083_200512,63.5542922,2.147222552,0.194466927,0.265414985,0.662541835,1.177481151,5.504798386,0.924442197,0.975499229,0.963904391,0.005094189,0.254506546,0.470272163,0.036904353,0.548990885,0.268572331,0.045369466
s2lam083_200622,57.8162655,2.285256277,0.025321688,0.579540783,0.52671469,1.966797775,1.802488651,0.971310769,0.987289486,0.981484512,0.002484047,2.367495793,0.331709087,0.100994639,0.714178856,0.479847141,0.196586879
s2lam083_200707,68.57975716,1.853957643,0.393264605,0.19058423,0.757723365,1.253981936,4.559436238,0.919370004,0.958473671,0.963515332,0.003181574,0.44468422,0.437138536,0.019907081,0.649714949,0.374475781,0.02541174
s2lam083_210323,72.07258461,2.065622948,0.25319078,0.245387483,0.720713622,1.301988137,4.557882476,0.907563451,0.972954641,0.96335815,0.005335544,0.522638506,0.414374918,0.031404437,0.63502127,0.287446317,0.025053174
s2lam083_210410,58.49541031,2.247657686,0.067965722,0.46279992,0.634724879,1.834326288,1.693593999,0.960012407,0.986095903,0.979312451,0.002831097,1.649063113,0.388710333,0.089190458,0.636195232,0.437057825,0.129127738
s2lam083_210507,67.62580723,1.998079703,0.275556708,0.457267469,0.559163336,1.629483369,3.834481502,0.911811123,0.968906069,0.965444064,0.004554097,0.468149705,0.402985811,0.042264592,0.60236613,0.328336806,0.058258057
s2lam083_210521,60.1528897,2.234346479,0.11926191,0.734524773,0.305660853,1.833718588,4.648538208,0.950450533,0.976655969,0.970699764,0.002750503,0.319241262,0.510481487,0.059602343,0.587551541,0.380760202,0.093221029
s2lam083_210613,57.65334654,1.817376892,0.401955752,-0.239674502,0.919492167,0.645489321,3.464933724,0.828839121,0.985624763,0.929920876,0.010973725,0.283324558,0.416933246,0.037199538,0.322855778,0.114523027,0.011205879
s2lam084_200710,56.96179096,2.291217351,0.015272801,0.607070339,0.490023623,1.988791774,1.440198951,0.961618793,0.987797439,0.978301193,0.003046272,1.954548878,0.324836609,0.136857682,0.663029696,0.488574442,0.269745991
s2lam084_210409,65.41194619,2.123620789,0.205718391,0.19874609,0.763220874,1.369697519,2.7954783,0.936437716,0.969897641,0.97493422,0.003520301,0.805472667,0.429851514,0.035990247,0.704879761,0.391910238,0.060195923
