"site","wavs","preds","Anthropophony_mean","Anthropophony_var","Biophony_mean","Biophony_var","Geophony_mean","Geophony_var","Quiet_mean","Quiet_var","Interference_mean","Interference_var","Unidentified_mean","Unidentified_var","Anthropophony","Biophony","Geophony","Quiet","Interference","Unidentified"
"s2lam019_190522",854,25620,0.043871975019516,0.0419488621756534,0.412256049960968,0.242310457094822,0.110460577673692,0.0982628738507924,0.00608899297423888,0.00605215336648654,0.0425058548009368,0.0407006957383887,0.394067135050742,0.238787548480726,1124,10562,2830,156,1089,10096
"s2lam019_190603",562,16860,0.149466192170818,0.127133590113858,0.395136417556346,0.239017805696638,0.0174377224199288,0.0171346645476328,0.046797153024911,0.044609825390791,0.0997034400948992,0.0897679884453689,0.309134045077106,0.21358285527363,2520,6662,294,789,1681,5212
"s2lam019_200522",852,25560,0.0239045383411581,0.023334024299603,0.531572769953052,0.249012902486321,0.0411971830985915,0.0395015206462375,0.070226917057903,0.0652976518596605,0.0121283255086072,0.0119816979964917,0.330164319248826,0.221164494301778,611,13587,1053,1795,310,8439
"s2lam019_200624",416,12480,0.00625,0.00621143521115474,0.135176282051282,0.116913022852752,0.0211538461538462,0.0207080202432394,0.521394230769231,0.249562283867667,0.0154647435897436,0.015226805392033,0.302724358974359,0.211099236460844,78,1687,264,6507,193,3778
"s2lam019_200710",530,15900,0.00924528301886792,0.00916038388554164,0.0776729559748428,0.0716443738204333,0.0131446540880503,0.012972688049286,0.552767295597484,0.247231161644991,0.0040251572327044,0.00400920749337109,0.344654088050314,0.225881854046435,147,1235,209,8789,64,5480
"s2lam019_210326",583,17490,0.086106346483705,0.0786965430954051,0.0766152086906804,0.0707493636202463,0.0209834190966266,0.0205442898502795,0.38210405946255,0.23611404715031,0.00623213264722699,0.0061936472949541,0.429845626072041,0.24509237710506,1506,1340,367,6683,109,7518
"s2lam019_210417",572,17160,0.317016317016317,0.216529590036205,0.177331002331002,0.145893219879175,0.0384615384615385,0.0369844037889961,5.82750582750583e-05,5.82750582750583e-05,0.162820512820513,0.136317937361122,0.338111888111888,0.223805281495124,5440,3043,660,1,2794,5802
"s2lam019_210501",414,12420,0.0475845410628019,0.0453239017820987,0.139774557165862,0.120247312083104,0.0698872785829308,0.0650082810363166,0.107085346215781,0.0956257741793229,0.47890499194847,0.24957509524845,0.2085346215781,0.165061223134932,591,1736,868,1330,5948,2590
"s2lam019_210515",577,17310,0.0299826689774697,0.0290853888035527,0.0238012709416522,0.0232361127951955,0.293067590987868,0.207190947537035,0,0,0.0318890814558059,0.0308739515302094,0.62316580011554,0.234843752623125,519,412,5073,0,552,10787
"s2lam019_210608",436,13080,0.0157492354740061,0.0155023822534104,0.0727064220183486,0.0674253530591445,0.0165902140672783,0.0163162262823917,0.220030581039755,0.171630246025505,0.458792048929664,0.248320889546073,0.237079510703364,0.180886645562265,206,951,217,2878,6001,3101
"s2lam020_190529",550,16500,0.0432121212121212,0.0413473396918454,0.269333333333333,0.196804816453522,0.047030303030303,0.0448211700617301,0.16969696969697,0.14090844807858,0.00793939393939394,0.00787683734735071,0.466545454545455,0.248895877987096,713,4444,776,2800,131,7698
"s2lam020_190607",464,13920,0.0343390804597701,0.0331622903613931,0.0290229885057471,0.0281826792617055,0.102011494252874,0.0916117305956548,0.30007183908046,0.210043819826203,0.302945402298851,0.211184656836392,0.278448275862069,0.200929268105368,478,404,1420,4177,4217,3876
"s2lam020_200616",722,21660,0.0111726685133887,0.0110483500724761,0.266528162511542,0.195499926950499,0.0770544783010157,0.0711203691636551,0.116759002770083,0.103131099404149,0.0102954755309326,0.0101899491646245,0.521791320406279,0.249536658976326,242,5773,1669,2529,223,11302
"s2lam020_200630",427,12810,0.0249804839968774,0.0243583609275509,0.194769711163154,0.156846714860483,0.0366900858704137,0.0353466827731209,0.24512099921936,0.185051140795629,0.281186572989852,0.202136463743505,0.253005464480874,0.189008454182019,320,2495,470,3140,3602,3241
"s2lam020_210403",1578,47340,0.329488804393747,0.220930599063485,0.14936628643853,0.127058682874441,0.0235318969159273,0.0229786321391592,0.0367342627798902,0.0353856041958168,0.00749894381073088,0.00744286687397686,0.458597380650613,0.248291067958242,15598,7071,1114,1739,355,21710
"s2lam020_210516",436,13080,0.0416666666666667,0.0399336085837347,0.0650611620795107,0.0608328580985042,0.16605504587156,0.138491355636285,0.0423547400611621,0.0405639172724303,0.515366972477064,0.249782952712907,0.23914373088685,0.181967918784764,545,851,2172,554,6741,3128
"s2lam020_210528",552,16560,0.104951690821256,0.0939425062716744,0.0432367149758454,0.0413697996302491,0.0988526570048309,0.0890861888086897,0,0,0.542451690821256,0.248212842644644,0.260326086956522,0.192568043911494,1738,716,1637,0,8983,4311
"s2lam020_210610",430,12900,0.0345736434108527,0.0333808942583735,0.635503875968992,0.231656657477805,0.012015503875969,0.011872051856673,0.0027906976744186,0.00278312542706574,0.305968992248062,0.212368430699814,0.0803875968992248,0.0739311622618423,446,8198,155,36,3947,1037
"s2lam021_180707",997,29910,0.232230023403544,0.178305201024407,0.20608492143096,0.163619396980827,0.0166499498495486,0.0163732764376918,0.0642260113674356,0.0601030402943313,0.0235372785021732,0.0229840434629867,0.462520896021398,0.248603628487746,6946,6164,498,1921,704,13834
"s2lam021_190315",590,17700,0.162090395480226,0.135824772889272,0.499435028248588,0.250013805880699,0.00536723163841808,0.00533872608590035,0.00435028248587571,0.00433160225145983,0.0664971751412429,0.0620788081167725,0.277062146892655,0.20031003060277,2869,8840,95,77,1177,4904
"s2lam021_190611",566,16980,0.0415194346289753,0.0397979149883133,0.443109540636042,0.246778009085012,0.0102473498233216,0.0101429389911504,0.25017667844523,0.187599356261539,0.00153121319199058,0.00152895862282869,0.256595995288575,0.190765725221019,705,7524,174,4248,26,4357
"s2lam021_190621",459,13770,0.0485838779956427,0.0462268418636731,0.240668119099492,0.182760247897762,0.0114015976761075,0.0112724198681713,0.177342047930283,0.145902441640951,0.21757443718228,0.170248165168268,0.335003631082062,0.222792377792029,669,3314,157,2442,2996,4613
"s2lam021_200522",854,25620,0.0345433255269321,0.0333513859599776,0.520491803278688,0.249589827990112,0.0368852459016393,0.0355261111918089,0.0175253708040593,0.0172189042706186,0.342427790788447,0.225179788103086,0.124434035909446,0.108954459327869,885,13335,945,449,8773,3188
"s2lam021_200617",422,12660,0.00292259083728278,0.00291427949593337,0.404423380726698,0.240884137031306,0.0258293838862559,0.0251642145089813,0.233728278041074,0.179113518072238,0.0277251184834123,0.0269585657170647,0.315876777251185,0.216115709595743,37,5120,327,2959,351,3999
"s2lam021_200624",408,12240,0.00972222222222222,0.00962848725839983,0.21952614379085,0.171348415036685,0.0968954248366013,0.087513851306789,0.229901960784314,0.177061515021892,0.00939542483660131,0.00930791127900898,0.439705882352941,0.246384748850108,119,2687,1186,2814,115,5382
"s2lam021_200710",572,17160,0.00786713286713287,0.00780569596497098,0.0746503496503497,0.0690817006875635,0.0368881118881119,0.0355294495701862,0.521386946386946,0.249557141481205,0.0208041958041958,0.0203725684537503,0.344055944055944,0.225694603781905,135,1281,633,8947,357,5904
"s2lam021_210404",437,13110,0.0839816933638444,0.0769346369369446,0.276201372997712,0.199929424698702,0.0235697940503432,0.0230160144662784,0.0718535469107551,0.0666957020985635,0.286270022883295,0.204335083081775,0.289549961861175,0.205726473779463,1101,3621,309,942,3753,3796
"s2lam021_210417",546,16380,0.048046398046398,0.0457407341557778,0.141025641025641,0.12114480549672,0.0276556776556777,0.026892482936808,0.0896214896214896,0.0815944595662527,0.475579975579976,0.249418889445753,0.265079365079365,0.194824189317138,787,2310,453,1468,7790,4342
"s2lam021_210502",432,12960,0.0583333333333333,0.054934794351416,0.193827160493827,0.156270250238406,0.0698302469135803,0.0649589957977629,0,0,0.509027777777778,0.249937784551277,0.226311728395062,0.175108241424283,756,2512,905,0,6597,2933
"s2lam021_210515",595,17850,0.0414005602240896,0.0396887772981342,0.195742296918768,0.157436070063635,0.0705882352941176,0.0656092119182818,0.20515406162465,0.163075008478376,0.0983193277310924,0.0886576043381664,0.402072829131653,0.240423738322714,739,3494,1260,3662,1755,7177
"s2lam021_210526",427,12810,0.0368462138953942,0.0354913410134573,0.231693989071038,0.17802578190625,0.0226385636221702,0.0221277864430924,0.29024199843872,0.206017663346463,0.250507416081187,0.187768108501481,0.204293520686963,0.162570368987604,472,2968,290,3718,3209,2617
"s2lam021_210607",429,12870,0.0226107226107226,0.02210119509832,0.165501165501166,0.138121261751691,0.0893550893550894,0.0813770803669009,0.212587412587413,0.167407012134652,0.354312354312354,0.228792887119097,0.228904428904429,0.176520907020557,291,2130,1150,2736,4560,2946
"s2lam021_210614",567,17010,0.0369782480893592,0.0356129509055084,0.350323339212228,0.227610278184157,0.0181069958847737,0.0177801778627485,0.300293944738389,0.210129844804298,0.0379776601998824,0.0365375055271254,0.268136390358613,0.196250803902309,629,5959,308,5108,646,4561
"s2lam021_210628",430,12900,0.0551937984496124,0.0521514858131542,0.166279069767442,0.138641088095886,0.00542635658914729,0.00539732964096129,0.454573643410853,0.247955667496609,0.011937984496124,0.0117963834706254,0.311472868217054,0.214474146484524,712,2145,70,5864,154,4018
"s2lam022_190319",847,25410,0.196103896103896,0.15765336241939,0.317316017316017,0.216635088054664,0.0139708776072412,0.0137762343441076,0.00121999212908304,0.00121855170388439,0.247382920110193,0.186191938454379,0.246044864226682,0.185514089844338,4983,8063,355,31,6286,6252
"s2lam022_190412",429,12870,0.0277389277389277,0.0269715753203204,0.0435120435120435,0.0416219796124995,0.0473970473970474,0.0451540757702853,0.121522921522922,0.106763396591666,0.54965034965035,0.247554077750674,0.247863247863248,0.186441544744443,357,560,610,1564,7074,3190
"s2lam022_190422",459,13770,0.0222222222222222,0.0217299731280413,0.291648511256354,0.206604661107886,0.017356572258533,0.0170565603333728,0.355047204066812,0.229005317693177,0.0672476397966594,0.0627299502903837,0.25599128540305,0.190473579704717,306,4016,239,4889,926,3525
"s2lam022_190527",751,22530,0.0342210386151798,0.0330514261275554,0.373324456280515,0.233963691163593,0.0751442521083,0.0695006782893448,0.0033288948069241,0.00331796053484312,0.00430537061695517,0.00428702468152849,0.511806480248557,0.24987169764543,771,8411,1693,75,97,11531
"s2lam022_190617",456,13680,0.175584795321637,0.144765357236452,0.338230994152047,0.22384715184286,0.00950292397660819,0.00941330651970472,0.130043859649123,0.113140724737496,0.0160818713450292,0.0158244015135678,0.340643274853801,0.224621853876839,2402,4627,130,1779,220,4660
"s2lam022_200522",875,26250,0.0153904761904762,0.0151541867354584,0.356228571428571,0.229338513031789,0.0151619047619048,0.0149325902664773,0.385333333333333,0.236860578815701,0.0457904761904762,0.0436953730663662,0.191733333333333,0.154977566129503,404,9351,398,10115,1202,5033
"s2lam022_200616",703,21090,0.0102418207681366,0.0101374065491053,0.0558084400189663,0.0526963566834689,0.0343290659080133,0.0331521530789795,0.618681839734471,0.235925807536849,0.088715030820294,0.0808485076264986,0.201659554291133,0.161000612433013,216,1177,724,13048,1871,4253
"s2lam022_200630",425,12750,0.00619607843137255,0.00615817003717324,0.0305098039215686,0.0295812758863056,0.012156862745098,0.0120100153952867,0.818352941176471,0.148663064692502,0.0300392156862745,0.0291391466304931,0.107607843137255,0.0960359274622077,79,389,155,10434,383,1372
"s2lam022_210410",592,17760,0.017286036036036,0.0169881855361753,0.199211711711712,0.159535388477052,0.0182432432432432,0.0179114358460042,0.458277027027027,0.248273172871616,0.0393581081081081,0.0378111764419411,0.276858108108108,0.200218969673542,307,3538,324,8139,699,4917
"s2lam022_210507",571,17130,0.102393461762989,0.0919144064491633,0.221307647402218,0.172340633352688,0.0390542907180385,0.037531244060344,0.283070636310566,0.202953499009286,0.162113251605371,0.135840475234508,0.22399299474606,0.173830280761245,1754,3791,669,4849,2777,3837
"s2lam022_210530",571,17130,0.0152948044366608,0.0150617526555896,0.37221249270286,0.233683994776494,0.0136018680677175,0.0134176405359462,0.0401634559252773,0.0385526033232185,0.512084063047285,0.249868562026342,0.104086398131932,0.0932578639810126,262,6376,233,688,8772,1783
"s2lam022_210613",578,17340,0.0106113033448674,0.0104993090826775,0.0946943483275663,0.08573227291344,0.0573817762399077,0.0540922275010838,0.126239907727797,0.110309755002241,0.543886966551326,0.248088241447283,0.216320645905421,0.169535801211648,184,1642,995,2189,9431,3751
"s2lam023_190319",170,5100,0.251764705882353,0.188416183103953,0.100392156862745,0.0903312837196067,0.141960784313725,0.121831808620683,0.00823529411764706,0.00816907582801703,0.252352941176471,0.188707935812097,0.286666666666667,0.204528992612931,1284,512,724,42,1287,1462
"s2lam023_190419",702,21060,0.0313865147198481,0.0304028450434579,0.236657169990503,0.180659132188961,0.0348528015194682,0.0336396810714996,0.136087369420703,0.117573180076939,0.0597340930674264,0.0561685982677799,0.512203228869896,0.249862945542544,661,4984,734,2866,1258,10787
"s2lam023_190506",461,13830,0.0151843817787419,0.0149548976662423,0.519088937093276,0.249653664083258,0.0140274765003615,0.0138317065267865,0.280260303687636,0.201729052202381,0.0152566883586406,0.0150250082259257,0.160809833694866,0.134959789562703,210,7179,194,3876,211,2224
"s2lam023_190521",1854,55620,0.191136281912981,0.15460598333273,0.51465300251708,0.249789780523716,0.00618482560230133,0.00614668404668924,0.0368033081625315,0.0354494620218145,0.00248112189859763,0.00247501043129135,0.264401294498382,0.194496746851018,10631,28625,344,2047,138,14706
"s2lam023_190605",587,17610,0.0165814877910278,0.0163074680881947,0.202044293015332,0.161231552356832,0.0695627484383873,0.064727448075585,0.171607041453719,0.142166137811736,0.00459965928449744,0.00457876242818761,0.536967632027257,0.248647513859405,292,3558,1225,3022,81,9456
"s2lam023_190617",436,13080,0.0173547400611621,0.0170548569467174,0.346100917431193,0.226332376082957,0.0262996941896024,0.0256099782245414,0.126299694189602,0.110356518479913,0.232339449541284,0.178371466690423,0.280275229357798,0.201736448442107,227,4527,344,1652,3039,3666
"s2lam023_190627",433,12990,0.0119322555812163,0.0117907845396036,0.00977675134719015,0.00968191181606797,0.680677444187837,0.217372394987385,0,0,0.00384911470361817,0.0038345942154761,0.296689761354888,0.20868101160507,155,127,8842,0,50,3854
"s2lam023_200701",567,17010,0.0604938271604938,0.0568376654625111,0.171781305114638,0.142280852869365,0.0405643738977072,0.0389211936040086,0.155790711346267,0.131527697979446,0.213345091122869,0.167838830284856,0.388007054673721,0.237471540899138,1029,2922,690,2650,3629,6600
"s2lam023_210407",570,17100,0.363976608187135,0.23151117554496,0.180994152046784,0.148243938207802,0.0403508771929825,0.0387249485196118,0.0119883040935673,0.0118452773648061,0.0843859649122807,0.0772694925218772,0.336666666666667,0.223335282765074,6224,3095,690,205,1443,5757
"s2lam023_210420",421,12630,0.0140142517814727,0.0138189466651896,0.267854315122724,0.196123909410074,0.0191607284243864,0.0187950830407236,0.342201108471892,0.225117333849432,0.10221694378464,0.091775906688893,0.270229612034838,0.197221184109993,177,3383,242,4322,1291,3413
"s2lam023_210514",562,16860,0.0418742586002372,0.0401231848524961,0.121115065243179,0.106452520124173,0.118090154211151,0.104151047094466,0.273665480427046,0.198784475550721,0.186476868327402,0.151712244259959,0.29632265717675,0.208527908223795,706,2042,1991,4614,3144,4996
"s2lam023_210528",559,16770,0.114132379248658,0.101112208606242,0.160107334525939,0.13448099509797,0.0674418604651163,0.0628972065009216,0.00596302921884317,0.00592782497931395,0.0858676207513417,0.078499053379335,0.580441264162194,0.243543725603506,1914,2685,1131,100,1440,9734
"s2lam023_210609",439,13170,0.0323462414578588,0.0313023389125182,0.396886864085042,0.239385857804502,0.014958238420653,0.0147356084008756,0.220197418375095,0.171723554310291,0.0710706150341686,0.0660245959699308,0.281928625664389,0.202460248531257,426,5227,197,2900,936,3713
"s2lam023_210623",417,12510,0.0250999200639488,0.0244718702614054,0.158832933653078,0.133615713552749,0.134292565947242,0.116267366632715,0.236690647482014,0.180682627932349,0.0665067945643485,0.0620886039589465,0.4,0.240019186185946,314,1987,1680,2961,832,5004
"s2lam024_190319",842,25260,0.10083135391924,0.090667981375656,0.288717339667458,0.205367767599874,0.0349564528899446,0.0337358348350362,0.0053840063341251,0.00535523081430615,0.442953285827395,0.246755441026061,0.169912905779889,0.141048094081029,2547,7293,883,136,11189,4292
"s2lam024_190411",568,17040,0.140962441314554,0.121099138210132,0.378462441314554,0.235242427135539,0.02018779342723,0.0197814073044799,0.0626760563380282,0.0587512161412633,0.154166666666667,0.130406958546081,0.27787558685446,0.200672521641184,2402,6449,344,1068,2627,4735
"s2lam024_190427",436,13080,0.013914373088685,0.0137218123784585,0.0590978593272171,0.0556095538450999,0.801987767584098,0.158815530089672,0,0,0.00802752293577982,0.00796369065614673,0.121024464831804,0.10638567720554,182,773,10490,0,105,1583
"s2lam024_190513",1026,30780,0.0159844054580897,0.0157294152673778,0.165302144249513,0.137981828196448,0.240513320337882,0.182672597860186,0.125568551007148,0.109804657407888,0.194249512670565,0.156521724674053,0.312280701754386,0.214768442598422,492,5088,7403,3865,5979,9612
"s2lam024_190522",856,25680,0.0240264797507788,0.0234501211882772,0.425233644859813,0.244419510032744,0.0237538940809969,0.0231905496557729,0.194781931464174,0.156848038428919,0.202881619937695,0.161726966008202,0.171105919003115,0.141834206624102,617,10920,610,5002,5210,4394
"s2lam024_190603",561,16830,0.369578134284017,0.233003981505343,0.17379679144385,0.14359999911027,0.0161616161616162,0.0159013631471888,0.0987522281639929,0.0890055141001512,0.0301247771836007,0.0292190111098648,0.324123588829471,0.219080505254931,6220,2925,272,1662,507,5455
"s2lam024_190623",604,18120,0.0838852097130243,0.0768527226246594,0.306181015452539,0.212445925617822,0.0800220750551876,0.0736226056167547,0.0513245033112583,0.0486929859219896,0.0766556291390729,0.0707834500317803,0.425386313465784,0.244446288195029,1520,5548,1450,930,1389,7708
"s2lam024_200522",858,25740,0.0237762237762238,0.0232118167391488,0.576068376068376,0.244223090238864,0.0157342657342657,0.0154873002982875,0.0455322455322455,0.0434607486008084,0.234537684537685,0.17953673407848,0.150699300699301,0.127993994039683,612,14828,405,1172,6037,3879
"s2lam024_200603",1002,30060,0.0137391882900865,0.0135508737894206,0.420059880239521,0.243617681633307,0.0248502994011976,0.0242335681941284,0.127844311377246,0.111503852802064,0.266566866267465,0.195515476250002,0.189620758483034,0.153669838539097,413,12627,747,3843,8013,5700
"s2lam024_200623",132,3960,0.0176767676767677,0.0173686855929847,0.406565656565657,0.241330965630031,0.0111111111111111,0.0109904296820185,0.312373737373737,0.21485064078522,0.141666666666667,0.121627936347563,0.139393939393939,0.11999357046086,70,1610,44,1237,561,552
"s2lam024_200710",566,16980,0.00812720848056537,0.00806163173506578,0.323792697290931,0.218963881871398,0.0690223792697291,0.0642620750041744,0.0744405182567727,0.0689031854009918,0.214193168433451,0.168324368125775,0.350353356890459,0.227619287346643,138,5498,1172,1264,3637,5949
"s2lam024_210326",576,17280,0.0695023148148148,0.0646754858445169,0.183622685185185,0.149914070253337,0.038599537037037,0.0371117604488857,0.140856481481481,0.121022936748311,0.235648148148148,0.180128522526809,0.360069444444444,0.23043277485194,1201,3173,667,2434,4072,6222
"s2lam024_210409",404,12120,0.043976897689769,0.0420463993342151,0.0377062706270627,0.0362875018007618,0.0216171617161716,0.0211516052174571,0.243399339933993,0.18417129690525,0.516749174917492,0.249740070755982,0.168646864686469,0.140216668749968,533,457,262,2950,6263,2044
"s2lam024_210424",436,13080,0.0235474006116208,0.022994678539003,0.169495412844037,0.140777480673199,0.0755351681957186,0.0698349456244843,0.033256880733945,0.0321533188225961,0.414984709480122,0.242790962378003,0.334938837920489,0.222771844259526,308,2217,988,435,5428,4381
"s2lam024_210508",580,17400,0.0209195402298851,0.0204830902555504,0.262931034482759,0.193809444062382,0.0275862068965517,0.0268267498528453,0.0305172413793103,0.029587639796976,0.442758620689655,0.246737604816765,0.264885057471264,0.194732155302888,364,4575,480,531,7704,4609
"s2lam024_210604",429,12870,0.0202020202020202,0.0197954366887462,0.63006993006993,0.233099925173901,0.0307692307692308,0.0298248025965797,0.00792540792540793,0.00786320680640364,0.0226884226884227,0.0221753811931759,0.2998445998446,0.209954129240787,260,8109,396,102,292,3859
"s2lam024_210614",565,16950,0.0566961651917404,0.053484865493583,0.172448377581121,0.142718354612684,0.0378761061946903,0.0364436568424691,0.30353982300885,0.211415871769395,0.19882005899705,0.159300041369989,0.26117994100295,0.192976364456897,961,2923,642,5145,3370,4427
"s2lam025_190319",850,25500,0.315960784313725,0.216138043091271,0.0658039215686275,0.0614761763052607,0.0127843137254902,0.0126213700037449,0.000352941176470588,0.000352830445484598,0.412235294117647,0.242306858631134,0.217882352941176,0.170416316210786,8057,1678,326,9,10512,5556
"s2lam025_190411",567,17010,0.146090534979424,0.124755424808991,0.402645502645503,0.240536242717441,0.00629041740152851,0.00625121555282712,0.102233980011758,0.0917875894385063,0.0184009406231628,0.0180634079360897,0.332627865961199,0.221999619871335,2485,6849,107,1739,313,5658
"s2lam025_190428",433,12990,0.0533487297921478,0.0505065309303289,0.156812933025404,0.132232816646951,0.00431100846805235,0.00429275414010232,0.503541185527329,0.25000670609483,0.0182448036951501,0.0179133098409615,0.267667436489607,0.196036671285367,693,2037,56,6541,237,3477
"s2lam025_190513",1024,30720,0.00745442708333333,0.00739909945629469,0.186555989583333,0.15175779236622,0.331998697916667,0.221782781989906,0.137662760416667,0.118715589250884,0.0878580729166667,0.0801416407174035,0.287272135416667,0.204753520783486,229,5731,10199,4229,2699,8825
"s2lam025_190522",851,25530,0.0610262436349393,0.0573042858089531,0.390285938112025,0.237972145898852,0.0407363885624755,0.0390784658974118,0.140462201331767,0.120737300561099,0.0630630630630631,0.0590884276105006,0.319663141402272,0.217487136316192,1558,9964,1040,3586,1610,8161
"s2lam025_190603",567,17010,0.048559670781893,0.0462043454602949,0.383245149911817,0.23638220164177,0.0245737801293357,0.0239713187080921,0.213874191651969,0.168141906682941,0.129394473838918,0.112658167033955,0.225220458553792,0.174506462653914,826,6519,418,3638,2201,3831
"s2lam025_190617",431,12930,0.00897138437741686,0.00889158631079122,0.32985305491106,0.221067114301518,0.0473317865429234,0.0450949761494107,0.0843774168600155,0.077263843932688,0.380897138437742,0.235832747559295,0.211136890951276,0.166570986750949,116,4265,612,1091,4925,2730
"s2lam025_190627",433,12990,0.00415704387990762,0.00414008157906575,0.199692070823711,0.159827451557725,0.0136258660508083,0.0134412365623995,0.351347190146266,0.227919887918426,0.0909160892994611,0.0826567171096571,0.352963818321786,0.228397943875172,54,2594,177,4564,1181,4585
"s2lam025_200528",867,26010,0.0103421760861207,0.0102356090058377,0.740561322568243,0.192137637152159,0.0204152249134948,0.019999212409971,0.0638216070742022,0.0597507067652283,0.0567474048442907,0.0535291949113702,0.129181084198385,0.112497656853144,269,19262,531,1660,1476,3360
"s2lam025_200625",318,9540,0.00566037735849057,0.00562892752098139,0.345492662473795,0.226151188225849,0.00649895178197065,0.00645739228320765,0.35377358490566,0.228641802174588,0.0635220125786164,0.0594932026813459,0.230817610062893,0.177559453049744,54,3296,62,3375,606,2202
"s2lam025_210411",583,17490,0.0552887364208119,0.0522348786026116,0.195197255574614,0.15710426951045,0.0140080045740423,0.0138125701228978,0.220526014865637,0.171904120342114,0.373413379073756,0.233989205859071,0.179931389365352,0.147564521565969,967,3414,245,3857,6531,3147
"s2lam025_210501",577,17310,0.00641247833622184,0.00637172655293081,0.198671288272675,0.159210205074255,0.540727902946274,0.248355585442422,5.77700751010976e-05,5.77700751010976e-05,0.0403235124205661,0.038699762454818,0.244020797227036,0.18448530547767,111,3439,9360,1,698,4224
"s2lam025_210514",426,12780,0.023943661971831,0.0233721918332123,0.239827856025039,0.182324721909637,0.0779342723004695,0.0718661448304822,0.175978090766823,0.145021149844699,0.332629107981221,0.222004355737681,0.206181533646322,0.163683516616476,306,3065,996,2249,4251,2635
"s2lam025_210527",578,17340,0.0277393310265283,0.0269714159857108,0.347347174163783,0.226710189169591,0.0181660899653979,0.0178371118092681,0.335928489042676,0.223093405117159,0.0232410611303345,0.0227022234479771,0.254094579008074,0.18954145480653,481,6023,315,5825,403,4406
"s2lam025_210716",589,17670,0.0304470854555744,0.0295217311689909,0.390662139219015,0.23805870467888,0.0160724391624222,0.0158150108822159,0.261460101867572,0.193109645671618,0.045048104131296,0.0430212071487627,0.270967741935484,0.197555405037801,538,6903,284,4620,796,4788
"s2lam026_190421",733,21990,0.0869031377899045,0.0793545910993448,0.328831286948613,0.220711308566764,0.015325147794452,0.0150909739048283,0.284765802637563,0.203683502837036,0.0210550250113688,0.0206126482977733,0.27112323783538,0.197624414753989,1911,7231,337,6262,463,5962
"s2lam026_190505",106,3180,0.0248427672955975,0.0242332247196124,0.0440251572327044,0.042100181814225,0.070125786163522,0.0652286724396145,0.19685534591195,0.158153052362101,0.278301886792453,0.200913126828776,0.410691823899371,0.242100181814225,79,140,223,626,885,1306
"s2lam026_190528",434,13020,0.0579877112135177,0.0546293323629921,0.349308755760369,0.227309607404704,0.0491551459293395,0.0467425076123529,0.156298003072197,0.131879066268383,0.0425499231950845,0.0407425564597836,0.358986175115207,0.230132776519819,755,4548,640,2035,554,4674
"s2lam026_200522",389,11670,0.016452442159383,0.0161831460369696,0.518937446443873,0.249662766675457,0.0161096829477292,0.0158515193766241,0.230676949443016,0.177480302690839,0.00668380462724936,0.00663970033756745,0.21688089117395,0.169858125326826,192,6056,188,2692,78,2531
"s2lam026_200616",389,11670,0.0159383033419023,0.0156856179259925,0.208740359897172,0.165181976458179,0.0443016281062554,0.0423426221843402,0.341131105398458,0.224779935676471,0.141816623821765,0.121715098772387,0.272065124250214,0.198062664367604,186,2436,517,3981,1655,3175
"s2lam026_200702",389,11670,0.0157669237360754,0.0155196577283882,0.0456726649528706,0.0435904078824338,0.0317052270779777,0.0307026365567871,0.200514138817481,0.160321956908655,0.660154241645244,0.224369845090842,0.0864610111396744,0.0789922735247295,184,533,370,2340,7704,1009
"s2lam026_210331",389,11670,0.108568980291345,0.0967900507302139,0.0521850899742931,0.049466045094323,0.0201371036846615,0.0197332916817298,0.42604970008569,0.244552308781725,0.044987146529563,0.0429669850091678,0.357669237360754,0.229761642236371,1267,609,235,4972,525,4174
"s2lam026_210501",164,4920,0.0154471544715447,0.0152116316853349,0.326829268292683,0.220056624636179,0.0473577235772358,0.0451241411682261,0.0209349593495935,0.0205008536668005,0.569715447154472,0.24518959171092,0.111991869918699,0.0994699084518798,76,1608,233,103,2803,551
"s2lam026_210527",989,29670,0.0673744523087294,0.0628372533565287,0.340242669362993,0.22448516137317,0.0211661611054938,0.020718853039393,0.187495786990226,0.152346251541116,0.0216380182002022,0.0211705279016977,0.369700033704078,0.233029772836967,1999,10095,628,5563,642,10969
"s2lam027_190421",738,22140,0.120054200542005,0.105645961197857,0.250451671183379,0.187734110993639,0.0320686540198735,0.0310416575114454,0.0994579945799458,0.0895701475195338,0.12122854561879,0.106536997315108,0.399638663053297,0.239938439374155,2658,5545,710,2202,2684,8848
"s2lam027_190614",571,17130,0.0373613543490952,0.0359675832340813,0.300700525394046,0.210291995662051,0.00700525394045534,0.00695658646314119,0.351255107997665,0.227888260562674,0.0231173380035026,0.0225842450902337,0.287507297139521,0.204858810297616,640,5151,120,6017,396,4925
"s2lam027_200522",851,25530,0.0334900117508813,0.0323696987721022,0.625930278104191,0.234150736648322,0.00740305522914219,0.00734853784173654,0.0427340383862123,0.0409094427561065,0.247316882099491,0.186158533684195,0.124324324324324,0.108872051180798,855,15980,189,1091,6314,3174
"s2lam027_200616",692,20760,0.0167630057803468,0.0164828013867932,0.213342967244701,0.167835830149488,0.0503853564547206,0.0478489771736771,0.314258188824663,0.215510360619871,0.198795761078998,0.159283679080253,0.233044315992293,0.178743272760214,348,4429,1046,6524,4127,4838
