"site","wavs","preds","Anthropophony_mean","Anthropophony_var","Biophony_mean","Biophony_var","Geophony_mean","Geophony_var","Quiet_mean","Quiet_var","Interference_mean","Interference_var","Unidentified_mean","Unidentified_var","Anthropophony","Biophony","Geophony","Quiet","Interference","Unidentified"
"s2lam110_200522",855,25650,0.027056530214425,0.0263255007224917,0.214541910331384,0.16852024903296,0.016140350877193,0.0158804590719655,0.479259259259259,0.249579551870479,0.0571150097465887,0.0538549850177881,0.218167641325536,0.170577171786124,694,5503,414,12293,1465,5596
"s2lam110_200624",407,12210,0.00147420147420147,0.00147214877332004,0.408599508599509,0.241665742615861,0.108353808353808,0.0966211738510862,0.0561015561015561,0.052958508810749,0.010974610974611,0.0108550579186995,0.420638820638821,0.243721764042839,18,4989,1323,685,134,5136
"s2lam110_210331",413,12390,0.0541565778853914,0.0512277775638794,0.0385794995964487,0.0370941156826941,0.0307506053268765,0.0298074113625361,0.131880548829701,0.114497310776678,0.562146892655367,0.246157631177284,0.218966908797417,0.171034205862669,671,478,381,1634,6965,2713
"s2lam110_210420",422,12660,0.00663507109004739,0.0065915675826239,0.236018957345972,0.180328253057132,0.0157977883096366,0.0155494464284756,0.299921011058452,0.209984984675808,0.357503949447077,0.229713020365157,0.128120063191153,0.111714136780468,84,2988,200,3797,4526,1622
"s2lam110_210507",425,12750,0.0602352941176471,0.0566114435734291,0.49121568627451,0.249942439160934,0.0540392156862745,0.0511229885004437,0.0191372549019608,0.0187724927291491,0.282901960784314,0.202884353867047,0.140862745098039,0.121029924684597,768,6263,689,244,3607,1796
"s2lam110_210609",422,12660,0.0565560821484992,0.0533617067052433,0.136808846761453,0.118101514922914,0.127962085308057,0.111596604929374,0.20521327014218,0.163113668075726,0.185703001579779,0.151229342229713,0.331042654028436,0.22147090899493,716,1732,1620,2598,2351,4191
"s2lam110_210624",711,21330,0.0890764181903422,0.0811456142078086,0.312283169245195,0.214772460483743,0.0917018284106892,0.0832965082108252,0.122597280825129,0.107572230795738,0.0360525082044069,0.0347543542215205,0.358977965307079,0.23012357445936,1900,6661,1956,2615,769,7657
"s2lam111_200501",456,13680,0.0771929824561404,0.071239433476593,0.400877192982456,0.240192227040296,0.0475146198830409,0.0452602892810895,0.112353801169591,0.0997377153009971,0.020906432748538,0.0204708502254491,0.352704678362573,0.228320778339103,1056,5484,650,1537,286,4825
"s2lam111_200506",561,16830,0.0978609625668449,0.0882894405283978,0.386749851455734,0.237188497051199,0.0307783719548425,0.0298328363733669,0.112477718360071,0.099832413045599,0.0142602495543672,0.0140577301150961,0.366191325014854,0.232109029884928,1647,6509,518,1893,240,6163
"s2lam111_200514",719,21570,0.0690774223458507,0.0643087134639845,0.336995827538248,0.223439998591705,0.147797867408438,0.125959497366679,0.0974038015762633,0.0879203770637614,0.0379694019471488,0.0365294199918997,0.336810384793695,0.223379505515963,1490,7269,3188,2101,819,7265
"s2lam111_200610",810,24300,0.0742798353909465,0.0687651712876802,0.290576131687243,0.206150126925239,0.0311522633744856,0.0301830419616245,0.145843621399177,0.124578386178909,0.0121810699588477,0.0120331866863731,0.451604938271605,0.247668110103601,1805,7061,757,3544,296,10974
"s2lam112_200623",305,9150,0.0444808743169399,0.0425069717076189,0.307540983606557,0.212982803818029,0.020327868852459,0.0199168233023765,0.324371584699454,0.21917861368587,0.0234972677595628,0.0229476541077379,0.288633879781421,0.20534680549757,407,2814,186,2968,215,2641
"s2lam112_200710",574,17220,0.020267131242741,0.0198575278004694,0.210394889663182,0.166138528064945,0.107781649245064,0.0961703501365446,0.105981416957027,0.0947548588218495,0.456271777003484,0.248102250309752,0.20650406504065,0.163869652402314,349,3623,1856,1825,7857,3556
"s2lam112_210328",719,21570,0.0137227630968938,0.0135350763653076,0.112239221140473,0.0996461980443653,0.149281409364859,0.127002358099363,0.0939267501159017,0.0851084614152341,0.280760315252666,0.201943322862898,0.386416318961521,0.237109739971984,296,2421,3220,2026,6056,8335
"s2lam112_210413",414,12420,0.0140901771336554,0.0138927626219189,0.13389694041868,0.11597788775938,0.0659420289855072,0.0615986374314252,0.376167471819646,0.234684400648894,0.070450885668277,0.0654928315516755,0.348309178743961,0.227008172377295,175,1663,819,4672,875,4326
"s2lam112_210507",424,12720,0.017059748427673,0.0167700318099847,0.325393081761006,0.219529682725937,0.0257861635220126,0.0251232123881421,0.00102201257861635,0.00102104834000141,0.559040880503145,0.246533555998281,0.115172955974843,0.101916158463468,217,4139,328,13,7111,1465
"s2lam112_210521",444,13320,0.0172672672672673,0.0169703828011509,0.462312312312312,0.248598301732921,0.0316816816816817,0.0306802560500286,0.226876876876877,0.17541692905459,0.0517267267267267,0.0490547552582991,0.223573573573574,0.173601463916052,230,6158,422,3022,689,2978
"s2lam112_210606",562,16860,0.0669039145907473,0.0624314837381598,0.26067615658363,0.192735529498484,0.0402728351126928,0.038653226464113,0.0868327402135231,0.07929751873346,0.294068801897983,0.207604655091631,0.290688018979834,0.206200724774888,1128,4395,679,1464,4958,4901
"s2lam112_210616",586,17580,0.00637087599544937,0.00633064803962169,0.411433447098976,0.242169741005353,0.015415244596132,0.0151784782248392,0.263993174061433,0.194311831115586,0.0806598407281001,0.0741580491408814,0.242434584755404,0.183670504566384,112,7233,271,4641,1418,4262
"s2lam112_210627",439,13170,0.00721336370539104,0.00716187489163853,0.286484434320425,0.204426625355687,0.109567198177677,0.097569635737688,0.000455580865603645,0.000455407890865394,0.363022019741838,0.231254592118937,0.3,0.210015946541119,95,3773,1443,6,4781,3951
"s2lam113_200708",559,16770,0.00554561717352415,0.00551519217620981,0.358914728682171,0.230108667664262,0.154323196183661,0.130515329970582,0.040190816935003,0.0385778155755148,0.286225402504472,0.20431260468594,0.228562909958259,0.176332420903452,93,6019,2588,674,4800,3833
"s2lam113_210410",592,17760,0.051463963963964,0.0488181731480904,0.150731981981982,0.128019059870164,0.19161036036036,0.154904552266101,0.00236486486486486,0.00235940512842365,0.202533783783784,0.161522944970422,0.426914414414414,0.244672273771604,914,2677,3403,42,3597,7582
"s2lam113_210426",570,17100,0.0392982456140351,0.0377561014648441,0.249883040935673,0.187452468921099,0.0990643274853801,0.0892558061430356,0.0992397660818714,0.0893964627732069,0.250877192982456,0.187948818182658,0.294327485380117,0.207710963569909,672,4273,1694,1697,4290,5033
"s2lam113_210516",437,13110,0.012509534706331,0.0123539885809872,0.104729214340198,0.0937681584187129,0.127002288329519,0.11088116484334,0.0721586575133486,0.0669568929737106,0.473607932875667,0.249322476525668,0.263691838291381,0.194173263790274,164,1373,1665,946,6209,3457
"s2lam113_210530",565,16950,0.0127433628318584,0.0125817118194772,0.632035398230088,0.232580375170279,0.00949852507374631,0.00940885819004819,0.0845427728613569,0.0773998587816199,0.122418879056047,0.107438835681085,0.159587020648968,0.134126916581777,216,10713,161,1433,2075,2705
"s2lam113_210609",424,12720,0.00817610062893082,0.00810988957737174,0.194261006289308,0.156535974012039,0.0383647798742138,0.0368958241545234,0.0158805031446541,0.0156295415020662,0.735141509433962,0.194723779014311,0.0716981132075472,0.0665627266887898,104,2471,488,202,9351,912
"s2lam113_210622",439,13170,0.0268033409263478,0.0260869026238134,0.310250569476082,0.214011403532594,0.0349278663629461,0.0337104701551405,0.0435839028094153,0.041687511564082,0.139711465451784,0.120201298775056,0.469855732725892,0.249110238126827,353,4086,460,574,1840,6188
"s2lam114_200624",305,9150,0.00885245901639344,0.00877505200783388,0.167540983606557,0.139486246817264,0.0298360655737705,0.0289490385942027,0.43672131147541,0.246022695304871,0.0092896174863388,0.00920432643061113,0.352021857923497,0.228127401424026,81,1533,273,3996,85,3221
"s2lam114_200710",561,16830,0.00849673202614379,0.00842503816746458,0.20273321449792,0.161642062637893,0.109803921568627,0.0977528286256567,0.165300059417706,0.137984148475842,0.060308972073678,0.0566751674695595,0.470766488413547,0.24916020632833,143,3412,1848,2782,1015,7923
"s2lam114_210418",581,17430,0.0820424555364314,0.0753158120708534,0.231497418244406,0.17791657108175,0.0309236947791165,0.0299691392801685,0.0171543316121629,0.016861027875837,0.256110154905336,0.19052867453684,0.410843373493976,0.242064983786198,1430,4035,539,299,4464,7161
"s2lam114_210506",428,12840,0.00638629283489097,0.00634600233566001,0.252725856697819,0.188870207571896,0.242601246105919,0.183760193035288,0.00342679127725857,0.00341531436901633,0.344859813084112,0.225949119687168,0.213551401869159,0.167960281647696,82,3245,3115,44,4428,2742
"s2lam114_210517",454,13620,0.0236417033773862,0.0230844681336722,0.353964757709251,0.228690498794603,0.126138032305433,0.110235322747578,0.020704845814978,0.0202776439885584,0.199632892804699,0.159791333024747,0.312114537444934,0.214714817631367,322,4821,1718,282,2719,4251
"s2lam114_210614",688,20640,0.0151162790697674,0.0148884985188349,0.583478682170543,0.243043084966333,0.039437984496124,0.0378844653626704,0.0193313953488372,0.0189586110400608,0.0660852713178295,0.0617209985911372,0.295397286821705,0.208147814441013,312,12043,814,399,1364,6097
"s2lam115_200708",574,17220,0.0110917537746806,0.0109693637858782,0.16794425087108,0.139747094865023,0.118350754936121,0.10434991355132,0.0439024390243902,0.0419774525871166,0.131881533101045,0.114495443308411,0.549128919860627,0.2476007279051,191,2892,2038,756,2271,9456
"s2lam115_210327",574,17220,0.0697444831591173,0.0648839581698066,0.131533101045296,0.114238778450108,0.0814750290360046,0.07484119485815,0.233681765389082,0.179084997739377,0.0851335656213705,0.0778903648759551,0.415621370499419,0.242894352246684,1201,2265,1403,4024,1466,7157
"s2lam115_210410",535,16050,0.0160747663551402,0.0158173537466742,0.122367601246106,0.107400463029014,0.0301557632398754,0.0292482155020188,0.178753894080997,0.146810086477763,0.487289719626168,0.24985401600123,0.207414330218069,0.164403869069976,258,1964,484,2869,7821,3329
"s2lam115_210430",421,12630,0.0230403800475059,0.0225113033024132,0.253840063341251,0.189420283231289,0.231353919239905,0.177843364318711,0.0512272367379256,0.0486068554779129,0.0425178147268409,0.0407132736948045,0.411480601741884,0.242183491388663,291,3206,2922,647,537,5197
"s2lam115_210518",429,12870,0.0838383838383838,0.0768154778023455,0.219425019425019,0.17129098959855,0.052991452991453,0.0501872584551891,0.000233100233100233,0.000233064006472974,0.582672882672883,0.243184089893236,0.124864024864025,0.109281491339149,1079,2824,682,3,7499,1607
"s2llg001_170401",685,20550,0.0543065693430657,0.0513598651327626,0.114890510948905,0.101695630135269,0.267834549878345,0.196108746774519,0.410413625304136,0.241986056946076,0.0125547445255474,0.0123977262111251,0.156107055961071,0.131744053943106,1116,2361,5504,8434,258,3208
"s2llg001_170414",696,20880,0.0435823754789272,0.0416849484321173,0.0941570881226054,0.0852956159179538,0.215134099616858,0.168859505939991,0.476628352490421,0.24946571368434,0.0126436781609195,0.0124844134760054,0.175766283524904,0.144879435771043,910,1966,4492,9952,264,3670
"s2llg001_170422",409,12270,0.0211898940505297,0.0207425729519001,0.201140994295029,0.160696391399451,0.0982070089649552,0.088569610742296,0.0822330888345558,0.0754769592767082,0.00097799511002445,0.000977118270330076,0.598370008149959,0.24034292934738,260,2468,1205,1009,12,7342
"s2llg001_170430",544,16320,0.00906862745098039,0.00898693811736349,0.230759803921569,0.177520594303044,0.11844362745098,0.104421132920967,0.493688725490196,0.249975484939365,0.00863970588235294,0.00856558621671599,0.15140931372549,0.128492406751904,148,3766,1933,8057,141,2471
"s2llg001_170506",399,11970,0.0188805346700084,0.0185256077504034,0.00233918128654971,0.0023339044969485,0.0652464494569758,0.0609944458997495,0.481035923141186,0.249661221033758,0.187719298245614,0.152493502952804,0.29874686716792,0.209514679840214,226,28,781,5758,2247,3576
"s2llg001_170509",719,21570,0.020955030134446,0.0205168680225894,0.124571163653222,0.109058244854365,0.046407046824293,0.0442554845439697,0.644598980064905,0.229101756278806,0.0121928604543347,0.0120447530112898,0.161845155308299,0.135657590190492,452,2687,1001,13904,263,3491
"s2llg001_170516",410,12300,0.0152032520325203,0.0149733305040994,0.146016260162602,0.12470565060151,0.129674796747967,0.11286842013066,0.453333333333333,0.247842372008564,0.0171544715447154,0.0168615665098028,0.256910569105691,0.190923050786732,187,1796,1595,5576,211,3160
"s2llg001_170520",411,12330,0.147769667477697,0.125944007288153,0.216463909164639,0.169621041969306,0.0142741281427413,0.0140715186508944,0.276317923763179,0.199982547955134,0.00105433901054339,0.00105331280662365,0.350689375506894,0.227724806578651,1822,2669,176,3407,13,4324
"s2llg001_170527",460,13800,0.018768115942029,0.0184172083463305,0.165507246376812,0.138124606803055,0.0198550724637681,0.0194622588698404,0.595724637681159,0.240854246947111,0.00427536231884058,0.00425739210255732,0.200869565217391,0.160532615785013,259,2284,274,8221,59,2772
"s2llg001_170613",576,17280,0.0105324074074074,0.0104220789311796,0.259837962962963,0.192333326367052,0.145775462962963,0.124532184084513,0.448668981481481,0.24737944247781,0.00949074074074074,0.00940121063247401,0.140856481481481,0.121022936748311,182,4490,2519,7753,164,2434
"s2llg001_170620",431,12930,0.0920340293890178,0.0835702301049632,0.176102088167053,0.145101364780232,0.225290023201856,0.174547928100626,0.0465583913379737,0.0443941409555681,0.00843000773395205,0.00835958923018016,0.458778035576179,0.248319954595259,1190,2277,2913,602,109,5932
"s2llg001_170701",592,17760,0.0324324324324324,0.0313823367824156,0.0743806306306306,0.0688520292210674,0.133277027027027,0.115520765641479,0.477083333333333,0.249488874185859,0.00377252252252252,0.00375850222371704,0.284177927927928,0.203432287727223,576,1321,2367,8473,67,5047
"s2llg001_170708",2701,81030,0.0110329507589782,0.0109113594147956,0.114562507713193,0.101439191411697,0.0256695051215599,0.0250108902904782,0.717820560286314,0.202556703290755,0.00618289522399111,0.006144742863577,0.133530791065038,0.115701746790363,894,9283,2080,58165,501,10820
"s2llg001_180330",565,16950,0.00831858407079646,0.00824987194796258,0.0722713864306785,0.0670521890154239,0.151563421828909,0.128599537985812,0.39811209439528,0.239632992331149,0.00566371681415929,0.00563197139570716,0.367492625368732,0.232455509857701,141,1225,2569,6748,96,6229
"s2llg001_180414",566,16980,0.0194935217903416,0.0191146501141055,0.0851590106007067,0.0779115419442475,0.119140164899882,0.104951966924291,0.615017667844523,0.236784881011817,0.0341578327444052,0.0329930182583335,0.1424617196702,0.122173573244466,331,1446,2023,10443,580,2419
"s2llg001_180425",558,16740,0.00776583034647551,0.00770598255899147,0.262425328554361,0.193569838799253,0.284886499402628,0.203738352610602,0.290919952210275,0.206297857263634,0.0037037037037037,0.00369020672503557,0.157168458781362,0.132474447992487,130,4393,4769,4870,62,2631
"s2llg001_180502",998,29940,0.0137274549098196,0.0135394641114287,0.230427521710087,0.177336602014834,0.0449899799599198,0.0429673167772467,0.545190380761523,0.247966111587884,0.00774883099532398,0.00768904342860766,0.167267869071476,0.139293981485355,411,6899,1347,16323,232,5008
"s2llg001_180523",1143,34290,0.00478273549139691,0.00475999974859024,0.236832895888014,0.180748346481188,0.16363371245261,0.136861711902604,0.282822980460776,0.202840057612978,0.073519976669583,0.0681167761910811,0.268591426071741,0.196455801157201,164,8121,5611,9698,2521,9210
"s2llg001_190414",544,16320,0.0123161764705882,0.0121652336864644,0.145710784313725,0.124486779514796,0.194424019607843,0.15663291781263,0.455147058823529,0.248003409955195,0.0568627450980392,0.0536326596328831,0.167401960784314,0.139387085185199,201,2378,3173,7428,928,2732
"s2llg001_210420",423,12690,0.00583136327817179,0.00579781536113289,0.302127659574468,0.21086315337627,0.151300236406619,0.128418594538521,0.385185185185185,0.236836221515865,0.0167848699763593,0.0165044387024222,0.156422379826635,0.131964818034844,74,3834,1920,4888,213,1985
"s2llg001_210628",431,12930,0.0163959783449343,0.0161283976015836,0.104485692188708,0.0935756694139574,0.00866202629543697,0.00858765976138225,0.759628770301624,0.18260702437137,0.0165506573859242,0.0162779920581184,0.103325599381284,0.0926565859097072,212,1351,112,9822,214,1336
"s2llg002_170404",432,12960,0.000308641975308642,0.000308570524893801,0.000848765432098765,0.000848110469962722,0.0905864197530864,0.0823868773215431,0.836342592592593,0.136884222462296,0.0268518518518519,0.0261328463273058,0.0503858024691358,0.0478507655673782,4,11,1174,10839,348,653
"s2llg002_170415",459,13770,0.000217864923747277,0.000217833278032447,0.00784313725490196,0.00778218760813934,0.127378358750908,0.111161185180544,0.704357298474946,0.208253218250527,0.127305737109659,0.111107055185327,0.0636891793754539,0.0596371987571884,3,108,1754,9699,1753,877
"s2llg002_170422",435,13050,0.0115708812260536,0.0114378723990241,0.170727969348659,0.141590779698919,0.123908045977011,0.108563161135349,0.448275862068966,0.247343567085336,0.00298850574712644,0.00297980291791418,0.247892720306513,0.186456207357532,151,2228,1617,5850,39,3235
"s2llg002_170430",353,10590,0.00254957507082153,0.00254331489971554,0.220302171860246,0.171785346401931,0.0720491029272899,0.066864343608129,0.510576015108593,0.249911746747364,0.0103871576959396,0.0102802354002688,0.194050991501416,0.156409973790215,27,2333,763,5407,110,2055
"s2llg002_170506",415,12450,0.0078714859437751,0.00781015297433609,0.197510040160643,0.158512556128603,0.0102008032128514,0.0100975578754894,0.591244979919679,0.241693766793417,0.0085140562248996,0.00844224516347985,0.1914859437751,0.154831513377794,98,2459,127,7361,106,2384
"s2llg002_170516",571,17130,0.0117338003502627,0.0115967952670674,0.243490951546994,0.184213861935752,0.119789842381786,0.105446391700191,0.446584938704028,0.247161259788323,0.00332749562171629,0.00331661700914018,0.183479276123759,0.149823377613581,201,4171,2052,7650,57,3143
"s2llg002_170520",415,12450,0.0163052208835341,0.0160406490610204,0.432289156626506,0.245434955340682,0.103534136546185,0.0928222747202159,0.0834538152610442,0.0764954201898767,0.00369477911646586,0.00368142342040666,0.364176706827309,0.231570633082575,203,5382,1289,1039,46,4534
"s2llg002_170527",463,13890,0.00619150467962563,0.00615361297411997,0.0996400287976962,0.0897183526635459,0.0976961843052556,0.0881579867447453,0.655867530597552,0.225721563557945,0.00611951043916487,0.00608249993611282,0.145788336933045,0.124543064130649,86,1384,1357,9110,85,2025
"s2llg002_170606",572,17160,0.0110722610722611,0.0109503042366263,0.132284382284382,0.114791913993499,0.0770979020979021,0.0711579623244056,0.653729603729604,0.226380401268215,0.0202214452214452,0.0198136930187166,0.118706293706294,0.104621206347706,190,2270,1323,11218,347,2037
"s2llg002_170620",434,13020,0.00875576036866359,0.00867976367754607,0.770122887864823,0.177047223548615,0.0201228878648233,0.0197194718011688,0.0945468509984639,0.0856143195653192,0.00276497695852535,0.00275754365385153,0.107296466973886,0.0957912923909272,114,10027,262,1231,36,1397
"s2llg002_170627",1582,47460,0.0101980615254952,0.0100942737567513,0.108680994521702,0.0968714770698299,0.0165402444163506,0.0162670074829466,0.772798145806995,0.175584871283357,0.00608933839022335,0.00605238587423303,0.0948166877370417,0.0858282918979185,484,5158,785,36677,289,4500
"s2llg002_180425",553,16590,0.0197709463532248,0.0193812242809176,0.564074743821579,0.245909249943798,0.0416515973477999,0.0399191480036573,0.195901145268234,0.157533382233904,0.0139240506329114,0.0137309991140996,0.170886075949367,0.141692565837817,328,9358,691,3250,231,2835
"s2llg002_180502",1000,30000,0.0435333333333333,0.0416395702078958,0.2607,0.192741934731158,0.0333333333333333,0.0322232963321,0.527133333333333,0.249272091291932,0.0044,0.00438078602620087,0.138166666666667,0.119080608242497,1306,7821,1000,15814,132,4145
"s2llg002_190414",566,16980,0.00170789163722026,0.00170507516005186,0.0804475853945819,0.0739801282967784,0.0804475853945819,0.0739801282967784,0.646171967020024,0.228647221736045,0.110718492343934,0.0984657067196775,0.0968786808009423,0.0874983550316538,29,1366,1366,10972,1880,1645
"s2llg002_210405",570,17100,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17100,0,0
"s2llg002_210420",424,12720,0.00212264150943396,0.00211830243566674,0.0653301886792453,0.0610669559876993,0.0331761006289308,0.0320779688288852,0.810062893081761,0.153873099275535,0.00644654088050314,0.00640548656716713,0.0863207547169811,0.0788756829405421,27,831,422,10304,82,1098
"s2llg002_210604",428,12840,0.013006230529595,0.0128380683465657,0.362772585669782,0.231186641946425,0.126869158878505,0.110782003285841,0.294548286604361,0.207805777713397,0.00747663551401869,0.00742131341932037,0.20981308411215,0.165804466967978,167,4658,1629,3782,96,2694
"s2llg002_210622",435,13050,0.0131800766283525,0.0130073589409091,0.18911877394636,0.153364615365191,0.00191570881226054,0.00191218539962399,0.722605363984674,0.200462213014371,0.0104980842911877,0.0103886705841143,0.0721072796934866,0.0669129473376066,172,2468,25,9430,137,941
"s2llg003_170404",431,12930,0.0136890951276102,0.0135027480982607,0.0175560711523589,0.0172491895621018,0.267517401392111,0.19596699733813,0.022892498066512,0.0223701616963657,0.00471771075019335,0.00469581712771585,0.674709976798144,0.219493399521463,177,227,3459,296,61,8724
"s2llg003_170408",420,12600,0.00841269841269841,0.008342587028197,0.0456349206349206,0.0435558314655862,0.202936507936508,0.161766120264017,0.0861904761904762,0.0787679294275056,0.00182539682539683,0.00182220937161806,0.656111111111111,0.225647229497932,106,575,2557,1086,23,8267
"s2llg003_170415",458,13740,0.00407569141193595,0.00405937559363357,0.0756914119359534,0.0699673143304905,0.27292576419214,0.198451734789976,0.413245997088792,0.242491391551775,0.21863173216885,0.170844331942993,0.118413391557496,0.104399258456653,56,1040,3750,5678,3004,1627
"s2llg003_170418",398,11940,0.00603015075376884,0.00599429006999989,0.1392797319933,0.119890929365537,0.0558626465661642,0.0527464289086497,0.691708542713568,0.213265696099225,0.0377721943048576,0.0363484999052273,0.0886934673366834,0.0808337061806225,72,1663,667,8259,451,1059
"s2llg003_170422",410,12300,0.00780487804878049,0.00774459156901513,0.204878048780488,0.162916279134334,0.0236585365853659,0.0231006883367476,0.61390243902439,0.237045506376683,0.0126829268292683,0.0125230883335746,0.142439024390244,0.122160080434856,96,2520,291,7551,156,1752
"s2llg003_170430",562,16860,0.00765124555160142,0.0075931543581377,0.176512455516014,0.145364430416059,0.0776986951364176,0.071665858554558,0.477164887307236,0.249493355573479,0.0034994068801898,0.00348736787437385,0.262752075919336,0.193724912727762,129,2976,1310,8045,59,4430
"s2llg003_170527",442,13260,0.0153092006033182,0.0150759659308791,0.159276018099548,0.13391726749934,0.00377073906485671,0.00375680391030675,0.743966817496229,0.190494558066196,0.00558069381598793,0.00554996822215981,0.0774509803921569,0.0714577149963991,203,2112,50,9865,74,1027
"s2llg003_170613",399,11970,0.0208020050125313,0.0203709834365344,0.174352548036759,0.143965764244906,0.0152046783625731,0.0149747471416168,0.520384294068505,0.249605333131196,0.00167084377610693,0.00166819142154548,0.271428571428571,0.197771624315195,249,2087,182,6229,20,3249
"s2llg003_170627",563,16890,0.049911190053286,0.0474228709091764,0.114742451154529,0.101582635423206,0.0126702190645352,0.0125104253135289,0.479869745411486,0.249609551390841,0.00301953818827709,0.00301059882482076,0.343339253996448,0.225470760025733,843,1938,214,8105,51,5799
"s2llg003_170705",426,12780,0.115258215962441,0.101981739407412,0.0750391236306729,0.0694136849861636,0.11189358372457,0.0993811859514724,0.312128325508607,0.214721035256762,0.00273865414710485,0.00273136764260516,0.39358372456964,0.238694253495165,1473,959,1430,3989,35,5030
"s2llg003_170711",575,17250,0.0605217391304348,0.0568621545798496,0.573217391304348,0.244653396416175,0.0136811594202899,0.0134947676025747,0.067768115942029,0.06317926096955,0.00492753623188406,0.00490353988174908,0.285333333333333,0.203930044253773,1044,9888,236,1169,85,4922
"s2llg003_180116",604,18120,0.0388520971302428,0.0373446726430989,0.133333333333333,0.115561933145685,0.137086092715232,0.118300024598232,0.192108167770419,0.15521118538502,0.133167770419426,0.115440486228706,0.392163355408389,0.238384413955957,704,2416,2484,3481,2413,7106
"s2llg003_180331",560,16800,0.0400595238095238,0.0384570474716466,0.0433928571428571,0.0415123880673169,0.391071428571429,0.238148741846879,0.412083333333333,0.242285081453261,0.00214285714285714,0.00213839259139575,0.132202380952381,0.114731740693182,673,729,6570,6923,36,2221
"s2llg003_180414",552,16560,0.022463768115942,0.0219604733535159,0.244504830917874,0.184733373972675,0.383454106280193,0.236431331911394,0.130012077294686,0.113115767714508,0.0819444444444444,0.0752340955908502,0.169202898550725,0.14058176690989,372,4049,6350,2153,1357,2802
"s2llg003_180502",1000,30000,0.0336,0.0324721224040801,0.240933333333333,0.182890558574175,0.0433666666666667,0.0414873818016156,0.4385,0.246225957531918,0.00183333333333333,0.00183003322332967,0.2485,0.186753975132504,1008,7228,1301,13155,55,7455
"s2llg003_180519",724,21720,0.00603130755064457,0.00599520690229134,0.312154696132597,0.214724027819927,0.0342081031307551,0.0330394299633431,0.437430939226519,0.246096443041063,0.0188305709023941,0.0184768311847194,0.203637200736648,0.162176557905143,131,6780,743,9501,409,4423
"s2llg003_180526",714,21420,0.0113445378151261,0.0112163629166126,0.351120448179272,0.227845516095228,0.116900093370682,0.103239281301639,0.265546218487395,0.195040529868047,0.0816059757236228,0.0749499395132876,0.208916900093371,0.165278345024612,243,7521,2504,5688,1748,4475
"s2llg003_180624",875,26250,0.0153904761904762,0.0151541867354584,0.259885714285714,0.192352457508585,0.00133333333333333,0.00133160628341397,0.6368,0.231294571221761,0.0028952380952381,0.0028869656712546,0.0889904761904762,0.0810742598811021,404,6822,35,16716,76,2336
"s2llg003_190503",2990,89700,0.0125975473801561,0.012438987853381,0.147558528428094,0.12578641141736,0.120078037904125,0.105660480649,0.558807134894091,0.246544469430358,0.00900780379041249,0.00892676277926561,0.167034559643255,0.139135566649183,1130,13236,10771,50125,808,14983
"s2llg003_190530",574,17220,0.0238095238095238,0.0232439802101223,0.542392566782811,0.248217284758032,0.0816492450638792,0.074987000490167,0.155691056910569,0.131458985796084,0.00528455284552846,0.00525693162733358,0.203019744483159,0.161812124588354,410,9340,1406,2681,91,3496
"s2llg004_170401",704,21120,0.00866477272727273,0.00859010116913249,0.0963541666666667,0.0870741640623767,0.384611742424242,0.236696757246455,0.394839015151515,0.238952481303637,0.00738636363636364,0.00733215243490351,0.133049242424242,0.115352603285566,183,2035,8123,8339,156,2810
"s2llg004_170414",583,17490,0.00617495711835334,0.00613717791933317,0.281360777587193,0.202208451797897,0.263807890222985,0.194224392161424,0.250943396226415,0.187981556061654,0.0548885077186964,0.0518787256326864,0.170097198399085,0.141172213091813,108,4921,4614,4389,960,2975
"s2llg004_170418",886,26580,0.0200150489089541,0.0196151846939477,0.081188863807374,0.0746000388240222,0.0363431151241535,0.0350236107750505,0.708465011286682,0.206550109953742,0.0235515425131678,0.0229977325853778,0.139503386004515,0.120046707727727,532,2158,966,18831,626,3708
"s2llg004_170506",399,11970,0.0112781954887218,0.0111519294518358,0.346532999164578,0.226466799186676,0.0012531328320802,0.00125166705719098,0.567669172932331,0.24544138774541,0.00100250626566416,0.00100158492144808,0.077109440267335,0.0711695201464826,135,4148,15,6795,12,923
"s2llg004_170516",542,16260,0.0847478474784748,0.0775704204548042,0.0625461254612546,0.0586377139065074,0.142250922509225,0.122023102050321,0.0832718327183272,0.0763423296942853,0.00387453874538745,0.0038597640727622,0.630442804428044,0.232999004355011,1378,1017,2313,1354,63,10251
"s2llg004_170520",422,12660,0.128041074249605,0.111655377094667,0.255055292259084,0.190017099399275,0.0722748815165877,0.0670565197418692,0.0306477093206951,0.0297107740566846,0.0033175355450237,0.00330679070282874,0.514218009478673,0.24981758103277,1621,3229,915,388,42,6510
"s2llg004_170527",468,14040,0.0561965811965812,0.0530423034002349,0.100213675213675,0.0901773173996979,0.251353276353276,0.188188210538449,0.356125356125356,0.229316419928287,0.00327635327635328,0.0032658513960601,0.247507122507123,0.186260613240811,789,1407,3529,5000,46,3475
"s2llg004_170606",570,17100,0.0227485380116959,0.0222323421669952,0.277426900584795,0.200472938980393,0.0882456140350877,0.080463031079072,0.363391812865497,0.231351732548909,0.0499415204678363,0.0474501398631772,0.21859649122807,0.170822054844697,389,4744,1509,6214,854,3738
